Artikelnr,GNP,Materialklass,Enhet,Lagerförd,Benämning,Multipel,Miljöavgift,Förlängd ansvarstid,Energieffektivt
6520443,432,PNJ14B,ST,N,FÄSTRAM KB 1200-200,0,N,N,N
6520460,5675,PNJ14B,ST,N,LÅGIMPULSDON KC-100 KVARTSRUNTKLIMATBYRÅN,0,N,N,N
6520461,6800,PNJ14B,ST,N,LÅGIMPULSDON KC-125 KVARTSRUNTKLIMATBYRÅN,0,N,N,N
6520462,8350,PNJ14B,ST,N,LÅGIMPULSDON KC-160 KVARTSRUNTKLIMATBYRÅN,0,N,N,N
6520463,12650,PNJ14B,ST,N,LÅGIMPULSDON KC-200 KVARTSRUNTKLIMATBYRÅN,0,N,N,N
6520464,16650,PNJ14B,ST,N,LÅGIMPULSDON KC-250 KVARTSRUNTKLIMATBYRÅN,0,N,N,N
6520465,21300,PNJ14B,ST,N,LÅGIMPULSDON KC-315 KVARTSRUNTKLIMATBYRÅN,0,N,N,N
6520466,830,PNJ14B,ST,N,GKC 100L GOLVSOCKEL TILL KCKB,0,N,N,N
6520467,830,PNJ14B,ST,N,GKC 125L GOLVSOCKEL TILL KCKB,0,N,N,N
6520468,830,PNJ14B,ST,N,GKC 160L GOLVSOCKEL TILL KCKB,0,N,N,N
6520469,1620,PNJ14B,ST,N,GKC 200L GOLVSOCKEL TILL KCKB,0,N,N,N
6520470,1620,PNJ14B,ST,N,GKC 250L GOLVSOCKEL TILL KCKB,0,N,N,N
6520471,1620,PNJ14B,ST,N,GKC 315L GOLVSOCKEL TILL KCKB,0,N,N,N
6520505,5675,PNJ14B,ST,N,TILLUFTSDON DCR-315KLIMATBYRÅN,0,N,N,N
6520510,5675,PNJ14B,ST,N,LÅGIMPULSDON HC-100 HALVRUNTKLIMATBYRÅN,0,N,N,N
6520511,6800,PNJ14B,ST,N,LÅGIMPULSDON HC-125 HALVRUNTKLIMATBYRÅN,0,N,N,N
6520512,8350,PNJ14B,ST,N,LÅGIMPULSDON HC-160 HALVRUNTKLIMATBYRÅN,0,N,N,N
6520513,12650,PNJ14B,ST,N,LÅGIMPULSDON HC-200 HALVRUNTKLIMATBYRÅN,0,N,N,N
